session_id,worker_id,order_id,model,prompt,sequence_id,question_id,question_type,question_category,question_text,choice_a,choice_b,choice_c,choice_d,answer,answer_text,lm_used,user_queries,user_query_types,lm_responses,user_answer,user_correct,elapsed_time,num_queries,num_events
0bca3693b9cc422da78ae4eb4c5a47be,704fc20597ae49335cb0df31de7c86be,7,Jumbo,67,67,14,lm,US foreign policy,"Within the United Nations, real power is located in",the Security Council.,the Chamber of Deputies.,the Council of Ministers.,the Secretariat.,a,the Security Council.,1,"[""The United Nation's real power is located in""]",['close;completion'],"['its Security Council, not the General Assembly.\n\nA Russian draft resolution, backed by China, was circulated to Security Council members on Wednesday, calling for an international tribunal to be set up to prosecute those responsible for the downing of Malaysia Airlines Flight MH17.\n\nThe resolution calls for ""those responsible"" to be ""held accountable and brought to justice"".\n\nThe draft resolution does not mention who those responsible are, but Russia\'s UN Ambassador Vitaly Churkin has said in the past that Moscow believes Kiev is responsible.\n\n""The draft resolution calls on the Security Council to demand that all states cooperate fully with efforts to establish']",a,1,0.42,1,49
0bca3693b9cc422da78ae4eb4c5a47be,704fc20597ae49335cb0df31de7c86be,8,Jumbo,67,67,22,lm,Nutrition,What is the basic functional unit of skeletal muscle tissue?,the muscle fibre,the sarcomere,the myofibril,the sarcoplasmic reticulum,b,the sarcomere,1,['The basic functional unit of skeletal muscle tissue is'],['close;completion'],"['the individual muscle cell. This cell contains several distinct regions, including a nucleus, mitochondria, and sarcoplasm. The sarcoplasm is the fluid matrix inside the cell, and consists of cytoplasm, myofibrils, and sarcoplasmic reticulum. The sarcoplasm is separated from the extracellular space by the cell membrane.\nThe cytoplasm is the region inside the cell. It contains enzymes and other cell organelles.\nThe mitochondria are organelles that generate energy for the cell.\nSarcoplasm is the fluid matrix inside the cell. It surrounds the myofibrils and sarcoplasmic reticul']",d,0,0.67,1,59
0bca3693b9cc422da78ae4eb4c5a47be,704fc20597ae49335cb0df31de7c86be,9,Jumbo,67,67,25,lm,College chemistry,"All proteins absorb electromagnetic radiation of wavelength around 190 nm, which corresponds to a π → π* excitation in the protein molecule. In which region of the spectrum is this wavelength found?",X-ray,Ultraviolet,Visible,Infrared,b,Ultraviolet,1,"['A wavelength of 190 nm can be found in this part of the spectrum', 'All proteins absorb electromagnetic radiation of wavelength around 190 nm which is in']","['others', 'completion']","['.\n\nThe spectral lines of the HgCl~2~ (*λ* = 190 nm), HgBr~2~ (*λ* = 190 nm), and HgI~2~ (*λ* = 190 nm) compounds are each separated by a 20 nm wide spectral window. The spectral lines of the HgCl~2~ (*λ* = 220 nm), HgBr~2~ (*λ*', 'UV range. The absorption of light by proteins causes excitation of electrons from ground state to excited state. The electrons in excited state are unstable and tend to return to ground state. This return to ground state is termed as relaxation. The lifetime of electrons in excited state is in the order of pico seconds. The relaxation of electrons from excited state to ground state is nonradiative. The relaxation occurs by collision with surrounding molecules or atoms.\nThe relaxation of electrons from excited state to ground state is nonradiative. The relaxation occurs by collision with surrounding molecules or atoms.\nThe molecules which absorb']",b,1,1.72,2,89
0bca3693b9cc422da78ae4eb4c5a47be,704fc20597ae49335cb0df31de7c86be,10,Jumbo,67,67,5,lm,Miscellany,In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,d,thousand,1,"['The K in Y2K stands for', 'Y2K means', 'In the phrase ""Y2K"" the ""k"" stands for']","['others', 'meaning;keyword', 'close;others']","['""Keep"".', '‘Year 2000’. The term Y2K is used to describe a problem in computer programming, whereby computers which store years as two digits (e.g. ’98’), cannot distinguish between the years ’00’ and ’01’.\nAs 2000 is the first year to have 4 digits, many computers will interpret it as ’1900’.\nY2K problems are most likely to affect computers which store years as two digits (e.g. ’98’), rather than those which store years as four digits (', '""thousand."" In the computer industry, ""Y2K"" is shorthand for ""Year 2000,"" shorthand for ""the year 2000.""\n\nBut Y2K also stands for ""Why do you keep giving me a hard time?""\n\nAnd that\'s the question that Y2K, the computer bug, keeps asking.\n\nThe Y2K bug, or ""millennium bug,"" is shorthand for ""a computer problem caused by the way computers store dates.""\n\nComputers store dates as numbers, and those numbers only go up to']",d,1,1.52,3,87
0c30bd34229049f5af38d59262fe8780,941bcd5a262545ddd0e35e53607f19b2,0,InstructDavinci,96,96,23,lm,Nutrition,"On a global scale, trends are suggesting that with rising incomes and urbanization we are seeing a rise in which food commodities?",Roots and Tubers,Fruits and vegetables,Beans and lentils,Meat and Dairy products,d,Meat and Dairy products,1,['Rising income and urbanization are causing a rise in which food commodities'],['others'],"['?\n\nRising income and urbanization are causing a rise in the demand for meat, dairy, and eggs.']",d,1,1.27,1,82
0c30bd34229049f5af38d59262fe8780,941bcd5a262545ddd0e35e53607f19b2,1,InstructDavinci,96,96,3,lm,Miscellany,Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,c,SEC,1,['The SEC protects'],['keyword'],"[""investors in the securities markets by requiring public companies to disclose important information about their businesses and financial performance. The SEC also oversees the activities of the nation's securities exchanges and other self-regulatory organizations.\n\nThe SEC is composed of five commissioners appointed by the President of the United States and confirmed by the Senate. The SEC's chairman is also appointed by the President and confirmed by the Senate. The commissioners serve staggered five-year terms and the chairman's term is one year.\n\nThe SEC""]",c,1,0.71,1,100
0c30bd34229049f5af38d59262fe8780,941bcd5a262545ddd0e35e53607f19b2,2,InstructDavinci,96,96,24,lm,College chemistry,Cobalt-60 is used in the radiation therapy of cancer and can be produced by bombardment of cobalt-59 with which of the following?,Neutrons,Alpha particles,Beta particles,X-rays,a,Neutrons,1,"['cobalt-59 is produce by bombardment of', 'cobalt-59 is produce by bombarding stable cobalt-56 with what high-energy particles', 'cobalt-59 is produce by bombarding stable cobalt-56  with what particles', 'cobalt-59 is produce by bombarding stable cobalt-56  with neutrons or alpha particles']","['completion', 'others', 'others', 'choices']","['stable cobalt-56 with high-energy particles.\n\nThe isotope cobalt-59 is produced by bombarding stable cobalt-56 with high-energy particles.', '?\n\nprotons', '?\n\nA) protons\nB) neutrons\nC) gamma rays\nD) alpha particles\n\nB) neutrons', '.\n\nThe most common isotope of cobalt, cobalt-56, is stable and does not undergo radioactive decay. When cobalt-56 is bombarded with neutrons or alpha particles, it is converted into the radioactive isotope cobalt-59. Cobalt-59 has a half-life of 5.27 years and decays into nickel-59.']",a,1,3.81,4,323
0c30bd34229049f5af38d59262fe8780,941bcd5a262545ddd0e35e53607f19b2,3,InstructDavinci,96,96,20,lm,Nutrition,"When using bioelectrical impedance for measuring body composition, why does an electrical current travel faster through muscle than it does through fat?",Muscle contains less water than fat,Muscle contains more water than fat,Muscle weighs more than fat,Muscle weighs less than fat,b,Muscle contains more water than fat,1,"['why does an electrical current travel faster through muscle than fat', 'does muscle weight or muscle water conduct electrical current faster', 'muscle conduct electrical current faster then fat because is has less', 'muscle conduct electrical current faster then fat because it contains less']","['question', 'question', 'others', 'others']","['The speed of an electrical current through muscle is faster than through fat because muscle is a better conductor than fat.', 'There is no definitive answer to this question as it depends on the specific muscle and the nature of the electrical current. However, in general, muscle tissue is thought to be more conductive than water.', 'resistance.', 'water.']",a,0,3.19,4,510
0c30bd34229049f5af38d59262fe8780,941bcd5a262545ddd0e35e53607f19b2,4,InstructDavinci,96,96,14,lm,US foreign policy,"Within the United Nations, real power is located in",the Security Council.,the Chamber of Deputies.,the Council of Ministers.,the Secretariat.,a,the Security Council.,1,['real power in the United nations is the'],['completion'],['Security Council.'],a,1,0.51,1,129
0c30bd34229049f5af38d59262fe8780,941bcd5a262545ddd0e35e53607f19b2,5,InstructDavinci,96,96,30,attn,attention,"Attention Check Question! Please select the answer that says ""Pick Me! :)"".",Blue,Carrot,Pick Me! :),Gold,c,Pick Me! :),0,[],[],[],c,1,0.02,0,2
0c30bd34229049f5af38d59262fe8780,941bcd5a262545ddd0e35e53607f19b2,6,InstructDavinci,96,96,8,ctrl,Global facts,"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,b,26%,0,[],[],[],d,0,5.04,0,31
0c30bd34229049f5af38d59262fe8780,941bcd5a262545ddd0e35e53607f19b2,7,InstructDavinci,96,96,12,ctrl,US foreign policy,"Peace, commerce, and honest friendship with all nations, entangling alliances with none'. Identify the speaker.",James Madison,Abraham Lincoln,Woodrow Wilson,Thomas Jefferson,d,Thomas Jefferson,0,[],[],[],c,0,0.02,0,2
0c30bd34229049f5af38d59262fe8780,941bcd5a262545ddd0e35e53607f19b2,8,InstructDavinci,96,96,11,ctrl,Global facts,Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,a,minimum wage legislation,0,[],[],[],b,0,0.08,0,3
0c30bd34229049f5af38d59262fe8780,941bcd5a262545ddd0e35e53607f19b2,9,InstructDavinci,96,96,25,ctrl,College chemistry,"All proteins absorb electromagnetic radiation of wavelength around 190 nm, which corresponds to a π → π* excitation in the protein molecule. In which region of the spectrum is this wavelength found?",X-ray,Ultraviolet,Visible,Infrared,b,Ultraviolet,0,[],[],[],b,1,0.08,0,3
0c30bd34229049f5af38d59262fe8780,941bcd5a262545ddd0e35e53607f19b2,10,InstructDavinci,96,96,5,ctrl,Miscellany,In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,d,thousand,0,[],[],[],d,1,1.43,0,4
0c3f9ed1c4284bf18268d13695f1ed8a,969ed7227b61f4db7b2b5cb1c48f474b,0,Davinci,82,82,1,lm,Miscellany,What are the names of Donald Duck's three nephews?,Quick Quack Quock,Alvin Simon Theodore,Robbie Chip Ernie,Huey Dewey Louie,d,Huey Dewey Louie,1,"[""What are Donald Duck's three nephews names?""]",['close;question'],"[""Huey, Dewey, and Louie.\n\nWhat is Donald Duck's nephews' last name? Duck.\n\nWhat are Donald Duck's nephews' first names? Huey, Dewey, and Louie.\n\nWhat is Donald Duck's nephews' middle name? Duck.\n\nWhat is Donald Duck's nephews' middle name? Huey.\n\nWhat is Donald Duck's nephews' middle name? Dewey.\n\nWhat is Donald Duck's""]",d,1,1.16,1,87
0c3f9ed1c4284bf18268d13695f1ed8a,969ed7227b61f4db7b2b5cb1c48f474b,1,Davinci,82,82,27,lm,College chemistry,Which of the following is always true of a spontaneous process?,The process is exothermic.,The process does not involve any work.,The entropy of the system increases.,The total entropy of the system plus surroundings increases.,d,The total entropy of the system plus surroundings increases.,1,"['what is true for a spontaneous process?', 'Is the process exothermic for a spontaneous process?', 'The process is exothermic, does not involve any work, entropy of the system increases or total entropy of the system plus surroundings increases, which is always true of a spontaneous process?', 'The process is exothermic, does not involve any work, entropy of the system increases or total entropy of the system plus surroundings increases, which is always true of a spontaneous process?', 'is the entropy of the system increasing the true spontaneous process?', 'is the total entropy of the system plus surroundings increase always true of a spontaneous process?', 'is the process exothermic always true of a spontaneous process?']","['close;question', 'question', 'question', 'question', 'question', 'question', 'close;question']","['”\n\nThis is not the only place where such questions arise. The same questions arise in the study of thermodynamics, or the study of the behavior of gases. In fact, the study of gases is a very good example of a situation in which the laws of thermodynamics are very important. The study of gases is a very important part of physics, and it is a very old part of physics. It goes back to the beginning of the 19th century, when it was discovered that', 'Is the process endothermic for a spontaneous process?\n\nIs the process endothermic for a spontaneous process?\n\nIs the process exothermic for a spontaneous process?\n\nIs the process exothermic for a spontaneous process?\n\nIs the process endothermic for a spontaneous process?\n\nIs the process exothermic for a spontaneous process?\n\nIs the process exothermic for a spontaneous process?\n\nIs the process endothermic for', 'The process is exothermic, does not involve any work, entropy of the system increases or total entropy of the system plus surroundings increases, which is always true of a spontaneous process?\n\nThe process is exothermic, does not involve any work, entropy of the system increases or total entropy of the system plus surroundings increases, which is always true of a spontaneous process?\n\nThe process is exothermic, does not involve any work, entropy of the system increases or total', 'The process is endothermic, does involve work, entropy of the system increases or total entropy of the system plus surroundings increases, which is always true of a spontaneous process?\n\n\n\nThe system is isolated, does not involve any work, entropy of the system increases or total entropy of the system plus surroundings increases, which is always true of a spontaneous process?\n\n\n\nThe system is isolated, does involve work, entropy of the system increases or total entropy of the system plus', 'Answer: No.\n\nThe entropy of the system increases because the entropy of the surroundings decreases.\n\nQuestion: Is the entropy of the system decreasing the true spontaneous process?\n\nAnswer: Yes.\n\nThe entropy of the system decreases because the entropy of the surroundings increases.\n\nQuestion: Is the entropy of the surroundings increasing the true spontaneous process?\n\nAnswer: No.\n\nThe entropy of the surroundings increases because the entropy of the system increases.', 'A.Yes.\n\nB.No.\n\nC.It is always true of a spontaneous process in an isolated system.\n\nD.It is always true of a spontaneous process in a closed system.\n\n3.The second law of thermodynamics states that the total entropy of the universe always __________.\n\nA.increases\n\nB.decreases\n\nC.is constant\n\nD.is not a measurable quantity\n\n4', 'what is the relationship between entropy and spontaneity?\n\nwhat is the relationship between enthalpy and spontaneity?\n\nwhat is the relationship between internal energy and spontaneity?\n\nwhat is the relationship between entropy and energy?\n\nwhat is the relationship between enthalpy and energy?\n\nwhat is the relationship between internal energy and energy?\n\nwhat is the relationship between entropy and internal energy?\n\nwhat is the relationship between enthalpy']",c,0,14.26,8,623
0c3f9ed1c4284bf18268d13695f1ed8a,969ed7227b61f4db7b2b5cb1c48f474b,2,Davinci,82,82,5,lm,Miscellany,In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,d,thousand,1,"[""What does the K stand for in the phrase 'Y2K'?"", ""Is thousand the definition for the K in the phrase 'Y2K'?"", 'what does the K mean for Y2K?']","['question', 'question', 'meaning;question']","['Y2K is an abbreviation for the phrase ""Year 2000"".\n\nThe term ""Y2K"" is used to refer to the problem of computer programs that were created to use two digits for the year instead of four. These programs will read ""00"" as the year 2000, instead of 2000.\n\nThe problem was created because many computer programs were created to read the year as two digits instead of four. This is because the year 2000 is a leap year, and', 'A: Yes, it was, and it is still used in some circles.\n\nQ: How many Y2K programmers does it take to change a light bulb?\n\nA: One, but it takes him two years to do it.\n\nQ: How many Y2K programmers does it take to change a light bulb?\n\nA: None, they just wait for the world to come to an end.\n\nQ: How many Y2K programmers', '”\n\nThe K means that the year 2000 is a leap year, with an extra day in February, and that the year 2001 is not a leap year, with no extra day.\n\nThe Y2K bug is a problem with computer programs that are not able to distinguish between the year 2000 and the year 1900, and will think that the year 2000 is a leap year, with an extra day in February, and that the year 2001 is not a leap year, with no extra']",d,1,2.34,3,169
0c3f9ed1c4284bf18268d13695f1ed8a,969ed7227b61f4db7b2b5cb1c48f474b,3,Davinci,82,82,26,lm,College chemistry,Which of the following is the most common naturally-occurring form in which silicon is found?,Metallic element,Sulfide,Fluoride,Oxide,d,Oxide,1,"['Where is the common naturally-occurring form in which silicon is found?', 'is sulfide the common naturally-occurring form in which silicon is found?']","['close;question', 'close;question']","['The common naturally-occurring form in which silicon is found is quartz.\n\nWhat is the common naturally-occurring form in which aluminum is found?\n\nThe common naturally-occurring form in which aluminum is found is feldspar.\n\nWhat is the common naturally-occurring form in which oxygen is found?\n\nThe common naturally-occurring form in which oxygen is found is dioxide.\n\nWhat is the common naturally-occurring form in', 'a. Silica\n\nb. Silicon dioxide\n\nc. Silicon monoxide\n\nd. Silicon dioxide and silicon monoxide\n\ne. Silicon monoxide and silicon dioxide\n\n4. Which of the following is the formula for the compound that is the most common naturally-occurring form of silicon?\n\na. SiO2\n\nb. SiO\n\nc. Si\n\nd. Si\n\ne. Si2O\n\n5.']",d,1,1.19,2,98
0c3f9ed1c4284bf18268d13695f1ed8a,969ed7227b61f4db7b2b5cb1c48f474b,4,Davinci,82,82,17,lm,US foreign policy,What did the Moscow Treaty on Strategic Offensive Reductions do?,Required the United States and Russia to demobilize their armies,Required the United States and Russia to dismantle a significant number of their nuclear weapons,Prohibited the acquisition of new military bases,Prohibited short-range nuclear weapons,b,Required the United States and Russia to dismantle a significant number of their nuclear weapons,1,"['What did the moscow treaty on strategic offensive reductions do?', 'Did the moscow treaty on strategic offensive reductions prohibit the acquisition of new military bases?', 'Did the moscow treaty on strategic offensive reductions prohibit short-range nuclear weapons?', 'Did the moscow treaty on strategic offensive reductions require the US and Russia to dismantle a significant number of their nuclear weapons?', 'Did the moscow treaty on strategic offensive reductions require the US and Russia to demobilize their armies?']","['exact;question', 'question', 'close;question', 'question', 'question']","['The Strategic Arms Reduction Treaty (START) was signed by Presidents George H.W. Bush and Mikhail Gorbachev on July 31, 1991, and entered into force on December 5, 1994. It was the first nuclear arms treaty to eliminate an entire class of weapons—strategic (long-range) ballistic missiles. The treaty capped the number of strategic nuclear weapons at 6,000 for each country. It also required the destruction of all land-based intercontinental and submarine-laun', 'No, the treaty does not prohibit the acquisition of new military bases. Article 14 of the treaty states that, ""Each Party shall have the right to withdraw from this Treaty if it decides that extraordinary events related to the subject matter of this Treaty have jeopardized its supreme interests.""\n\nDoes the treaty place any limitations on the deployment of nuclear weapons?\n\nYes, the treaty places limitations on the deployment of nuclear weapons. Article 3 of the treaty states, ""Each Party undertakes not', 'The treaty did not prohibit short-range nuclear weapons.\n\nUnder the treaty, the United States and Russia agreed to reduce their deployed strategic nuclear warheads to 1,700-2,200 by 2018. This number was significantly lower than the 4,900 warheads the United States and Russia deployed in 2002.\n\nThe treaty did not set limits on the number of nuclear weapons each country could have. It was designed to reduce the number of strategic nuclear warheads each country had in their arsenals', 'Did the treaty require the US and Russia to destroy their nuclear weapons?\n\nDid the treaty require the US and Russia to destroy their nuclear weapons?\n\nDid the treaty require the US and Russia to destroy their nuclear weapons?\n\nDid the treaty require the US and Russia to destroy their nuclear weapons?\n\nDid the treaty require the US and Russia to destroy their nuclear weapons?\n\nDid the treaty require the US and Russia to destroy their nuclear weapons?\n\nDid the', 'The Moscow Treaty did not require the US and Russia to demobilize their armies. The treaty did require both countries to reduce their strategic nuclear arsenals to 1,700 to 2,200 warheads each by December 31, 2012. This reduction was to be achieved by reducing the number of deployed strategic nuclear warheads to 1,600 to 2,200 by December 31, 2012.\n\nThe treaty also required each country to reduce its strategic nuclear weapons to 1,500 to 1,675 deployed']",b,1,4.39,5,375
0c3f9ed1c4284bf18268d13695f1ed8a,969ed7227b61f4db7b2b5cb1c48f474b,5,Davinci,82,82,30,attn,attention,"Attention Check Question! Please select the answer that says ""Pick Me! :)"".",Blue,Carrot,Pick Me! :),Gold,c,Pick Me! :),0,[],[],[],c,1,0.02,0,2
0c3f9ed1c4284bf18268d13695f1ed8a,969ed7227b61f4db7b2b5cb1c48f474b,6,Davinci,82,82,23,ctrl,Nutrition,"On a global scale, trends are suggesting that with rising incomes and urbanization we are seeing a rise in which food commodities?",Roots and Tubers,Fruits and vegetables,Beans and lentils,Meat and Dairy products,d,Meat and Dairy products,0,[],[],[],d,1,0.04,0,2
0c3f9ed1c4284bf18268d13695f1ed8a,969ed7227b61f4db7b2b5cb1c48f474b,7,Davinci,82,82,7,ctrl,Global facts,Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,d,57%,0,[],[],[],a,0,0.02,0,2
0c3f9ed1c4284bf18268d13695f1ed8a,969ed7227b61f4db7b2b5cb1c48f474b,8,Davinci,82,82,11,ctrl,Global facts,Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,a,minimum wage legislation,0,[],[],[],b,0,0.03,0,3
0c3f9ed1c4284bf18268d13695f1ed8a,969ed7227b61f4db7b2b5cb1c48f474b,9,Davinci,82,82,20,ctrl,Nutrition,"When using bioelectrical impedance for measuring body composition, why does an electrical current travel faster through muscle than it does through fat?",Muscle contains less water than fat,Muscle contains more water than fat,Muscle weighs more than fat,Muscle weighs less than fat,b,Muscle contains more water than fat,0,[],[],[],a,0,0.02,0,2
0c3f9ed1c4284bf18268d13695f1ed8a,969ed7227b61f4db7b2b5cb1c48f474b,10,Davinci,82,82,16,ctrl,US foreign policy,What were the 'open-door notes'?,An American declaration that the US was always open to Chinese immigration,"An American proclamation that China should be divided up between the US, Japan and the European empires",An American proclamation that China should be open to US trade and missionaries,An American declaration of support for Chinese economic protectionism,c,An American proclamation that China should be open to US trade and missionaries,0,[],[],[],c,1,24.6,0,231
0c5b294d3d334bc9b60bafbc35d7fd46,85f0641012d5b638520e7b01eedfc33c,0,Jumbo,77,77,17,lm,US foreign policy,What did the Moscow Treaty on Strategic Offensive Reductions do?,Required the United States and Russia to demobilize their armies,Required the United States and Russia to dismantle a significant number of their nuclear weapons,Prohibited the acquisition of new military bases,Prohibited short-range nuclear weapons,b,Required the United States and Russia to dismantle a significant number of their nuclear weapons,1,"['What is the Moscow Treaty on Strategic Offensive Reductions?', 'What does the Moscow Treaty on Strategic Offensive Reductions accomplish?']","['close;question', 'close;question']","['The Moscow Treaty, formally called the Treaty on Strategic Offensive Reductions, is a bilateral agreement between United States and the Russian Federation. It was signed on December 8, 1987, and entered into force on June 5, 1991.\nThe Moscow Treaty is a follow-up to the Intermediate-Range Nuclear Forces Treaty (INF Treaty), which was signed by U.S. President Ronald Reagan and Soviet leader Mikhail Gorbachev in 1987. The INF Treaty eliminated all nuclear and conventional ground-launched ballistic and cruise missiles with ranges of 500 to 5,500 kilometers', 'The Moscow Treaty on Strategic Offensive Reductions (SORT), signed by Presidents Obama and Medvedev in April 2010, commits both countries to reduce their deployed strategic warheads to 1,550 each, and 700 launchers to 800 each. The treaty does not, however, include limits on non-deployed strategic warheads and launchers.\nThe treaty is of historic significance. It is the first arms control agreement to reduce nuclear weapons since 1991, when START I expired. It is also the first treaty that commits the United States and Russia to reduce their deployed strategic nuclear forces to a number']",b,1,1.76,2,42
0c5b294d3d334bc9b60bafbc35d7fd46,85f0641012d5b638520e7b01eedfc33c,1,Jumbo,77,77,25,lm,College chemistry,"All proteins absorb electromagnetic radiation of wavelength around 190 nm, which corresponds to a π → π* excitation in the protein molecule. In which region of the spectrum is this wavelength found?",X-ray,Ultraviolet,Visible,Infrared,b,Ultraviolet,1,"['In which region of the spectrum can wavelength 190 nm be found?', 'What is the wavelength for the ultraviolent spectrum?', 'What is the spectrum for wavelength π → π*?']","['question', 'question', 'question']","['Which of the following statements is true for the 193 nm excimer laser?\nWhich of the following laser wavelengths is absorbed by oxyhemoglobin?\nWhich of the following wavelengths is absorbed by deoxyhemoglobin?\nWhich of the following wavelengths is absorbed by oxyhemoglobin and deoxyhemoglobin?\nWhich of the following wavelengths is absorbed by deoxyhemoglobin and oxyhemoglobin?\nWhich of the following wavelengths is absorbed by oxyhemoglobin and deoxyhemoglobin, but NOT absorbed by melanin?\nWhich of the following wavelengths is absorbed by deoxyhemoglobin, oxyhemoglobin, and melanin?\nWhich of the following wavelengths is absorbed by deoxyhemoglobin,', 'In the u-v spectrum, the wavelength is 10^-9 m.\nWhat is the wavelength for visible light?\nWhat is the wavelength for ultraviolet light?\nWhat is the wavelength for infrared light?\nWhat is the wavelength for microwaves?\nWhat is the wavelength for the radio spectrum?\nWhat is the wavelength for the x-ray spectrum?\nWhat is the wavelength for the gamma ray spectrum?\nWhat is the wavelength for the ionizing spectrum?\nWhat is the wavelength for the visible spectrum?\nWhat is the wavelength for the infrared spectrum?\nWhat is the wavelength for the ultraviolet spectrum?\nWhat is the wavelength for the microwave spectrum?\nWhat is the', 'What is the spectrum for wavelength n → π*?\nThe notation n → π* means ""n goes to pi*.""\nWhat is the spectrum for wavelength n → π?\nWhat is the spectrum for wavelength n → n*?\nWhat is the spectrum for wavelength n → n+1?\nWhat is the spectrum for wavelength n → n-1?\nWhat is the spectrum for wavelength n → n+2?\nWhat is the spectrum for wavelength n → n+3?']",c,0,4.4,3,249
0c5b294d3d334bc9b60bafbc35d7fd46,85f0641012d5b638520e7b01eedfc33c,2,Jumbo,77,77,9,lm,Global facts,"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,d,10%,1,['How much by share of GDP did Saudi Arabia spend on their military in 2017?'],['question'],"[""Saudi Arabia spent 6.7% of its GDP on their military in 2017 according to the World Bank.\nSaudi Arabia spent 6.7% of its GDP on their military in 2017.\nThe World Bank's World Development Indicators database shows that Saudi Arabia spent 6.7% of its GDP on their military in 2017.""]",c,0,0.64,1,84
0c5b294d3d334bc9b60bafbc35d7fd46,85f0641012d5b638520e7b01eedfc33c,3,Jumbo,77,77,19,lm,Nutrition,The supplementation of diet with which fat soluble vitamins has been shown to reduce cardiovascular disease?,Vitamin A and D,Vitamin A and K,Vitamin D and E,None of the above,d,None of the above,1,['What vitamins help reduce cardiovascular disease?'],['question'],"['What vitamins help reduce cardiovascular disease? I have high levels of LDL and triglycerides and my doctor wants me to take vitamins.\nVitamins that help reduce cardiovascular disease include: folic acid, vitamin B6, vitamin B12, and vitamin C.\nFolic acid (folate): 400 mcg daily.\nFolic acid lowers levels of homocysteine, an amino acid that damages arteries.\nVitamin B6 (pyridoxine): 25 mg daily.\nVitamin B6 lowers levels of homocysteine.\nVitamin B12: 2.4 mcg daily.\nVitamin B12']",d,1,0.81,1,59
0c5b294d3d334bc9b60bafbc35d7fd46,85f0641012d5b638520e7b01eedfc33c,4,Jumbo,77,77,28,lm,College chemistry,A buffer is made from equal concentrations of a weak acid and its conjugate base. Doubling the volume of the buffer solution by adding water has what effect on its pH?,It has little effect.,It significantly increases the pH.,It significantly decreases the pH.,It changes the pH asymptotically to the pKa of the acid.,a,It has little effect.,1,"['Doubling the volume of a buffer made from equal concentrations of a weak acid and its conjugate base has what effect on pH?', 'Doubling the volume of a buffer made from equal concentrations by adding water to weak acid and its conjugate base has what effect on pH?']","['question', 'question']","['A.\n\nDecrease it\n\nB.\n\nIncrease it\n\nC.\n\nNo effect\n\nD.\n\nCannot be determined\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.', 'The pH of 0.500 M HCl is 0.20.\nThe pH of 0.500 M NaOH is 8.00.\nThe pH of 0.500 M NH3 is 11.00.\nThe pH of 0.500 M CH3COOH is 1.00.\nThe pH of 0.500 M CH3COONa is 11.00.\nThe pH of 0.500 M CH3COOH is']",a,1,2.39,2,182
0c5b294d3d334bc9b60bafbc35d7fd46,85f0641012d5b638520e7b01eedfc33c,5,Jumbo,77,77,30,attn,attention,"Attention Check Question! Please select the answer that says ""Pick Me! :)"".",Blue,Carrot,Pick Me! :),Gold,c,Pick Me! :),0,[],[],[],c,1,0.02,0,2
0c5b294d3d334bc9b60bafbc35d7fd46,85f0641012d5b638520e7b01eedfc33c,6,Jumbo,77,77,23,ctrl,Nutrition,"On a global scale, trends are suggesting that with rising incomes and urbanization we are seeing a rise in which food commodities?",Roots and Tubers,Fruits and vegetables,Beans and lentils,Meat and Dairy products,d,Meat and Dairy products,0,[],[],[],d,1,0.01,0,2
0c5b294d3d334bc9b60bafbc35d7fd46,85f0641012d5b638520e7b01eedfc33c,7,Jumbo,77,77,7,ctrl,Global facts,Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,d,57%,0,[],[],[],a,0,0.04,0,2
0c5b294d3d334bc9b60bafbc35d7fd46,85f0641012d5b638520e7b01eedfc33c,8,Jumbo,77,77,13,ctrl,US foreign policy,What was the Clinton Administration's policy on the Russian economy?,The US inhibited the marketization of the Russian economy,The US promoted the marketization of the Russian economy,The US supported public ownership of natural resources,"None, the US was only concerned with security issues",b,The US promoted the marketization of the Russian economy,0,[],[],[],b,1,0.03,0,2
0c5b294d3d334bc9b60bafbc35d7fd46,85f0641012d5b638520e7b01eedfc33c,9,Jumbo,77,77,3,ctrl,Miscellany,Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,c,SEC,0,[],[],[],c,1,0.02,0,2
0c5b294d3d334bc9b60bafbc35d7fd46,85f0641012d5b638520e7b01eedfc33c,10,Jumbo,77,77,5,ctrl,Miscellany,In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,d,thousand,0,[],[],[],d,1,0.09,0,3
