session_id,worker_id,model,prompt,prompt_dataset,letter_accuracy,clue_accuracy
173_2fa9c0b69f72f7c7014397b782bc9725_ai2-jumbo,2fa9c0b69f72f7c7014397b782bc9725,Jumbo,173,NYT-2,0.9837837837837838,0.9487179487179487
187_ca8f171d201e05ab91f1f9c21ec5de41_text-babbage,ca8f171d201e05ab91f1f9c21ec5de41,InstructBabbage,187,SIT,0.12834224598930483,0.05128205128205128
187_676c2db717678227d492a7ac4b74dff0_davinci,676c2db717678227d492a7ac4b74dff0,Davinci,187,SIT,0.23529411764705882,0.1282051282051282
151_1efa54b20f866563f4dcffe6c6e15616_ai2-jumbo,1efa54b20f866563f4dcffe6c6e15616,Jumbo,151,ELECT,0.9135135135135135,0.8157894736842105
187_f4046292f4f79e6d06ae7386fe779c32_ai2-jumbo,f4046292f4f79e6d06ae7386fe779c32,Jumbo,187,SIT,0.7486631016042781,0.6025641025641025
151_2d73732a265ef52a41ffac8b90c9102f_text-davinci,2d73732a265ef52a41ffac8b90c9102f,InstructDavinci,151,ELECT,0.5675675675675675,0.4473684210526316
187_27d5ac2483f94bf51117c69a863e51c4_davinci,27d5ac2483f94bf51117c69a863e51c4,Davinci,187,SIT,0.5882352941176471,0.5
191_34a6c2bc151b3162c8158f48bda8c603_text-davinci,34a6c2bc151b3162c8158f48bda8c603,InstructDavinci,191,LOVE,0.574468085106383,0.39473684210526316
61_1e6a88420b942084b82e6758f73315f8_davinci,1e6a88420b942084b82e6758f73315f8,Davinci,61,NYT-1,1.0,1.0
61_2cf775109e6a8e128d74e2deb2ba5cb1_ai2-jumbo,2cf775109e6a8e128d74e2deb2ba5cb1,Jumbo,61,NYT-1,0.7189189189189189,0.6025641025641025
191_8e9d2087b37a3bd7ec2e61d57fef253c_davinci,8e9d2087b37a3bd7ec2e61d57fef253c,Davinci,191,LOVE,0.28191489361702127,0.21052631578947367
191_b544f1b08cda68d4a328958398b4173b_davinci,b544f1b08cda68d4a328958398b4173b,Davinci,191,LOVE,0.48404255319148937,0.32894736842105265
173_d36fe703f1189117a8acc76e3d2bae58_text-davinci,d36fe703f1189117a8acc76e3d2bae58,InstructDavinci,173,NYT-2,1.0,1.0
187_f3cce8c83fed3f1d9216ea35efa1d765_text-babbage,f3cce8c83fed3f1d9216ea35efa1d765,InstructBabbage,187,SIT,0.6310160427807486,0.5
187_21d41583b5bca5dac9e75817638f72dd_text-davinci,21d41583b5bca5dac9e75817638f72dd,InstructDavinci,187,SIT,0.3689839572192513,0.32051282051282054
61_27d5ac2483f94bf51117c69a863e51c4_text-davinci,27d5ac2483f94bf51117c69a863e51c4,InstructDavinci,61,NYT-1,0.24324324324324326,0.16666666666666666
61_decc04622d39342de7acc27065ca7a21_ai2-jumbo,decc04622d39342de7acc27065ca7a21,Jumbo,61,NYT-1,0.6432432432432432,0.5512820512820513
61_6877d61eb192732b50ffa9cff649104e_text-davinci,6877d61eb192732b50ffa9cff649104e,InstructDavinci,61,NYT-1,0.6864864864864865,0.5512820512820513
173_a99cc1fc7dad6c51b6ef46f551e87154_text-babbage,a99cc1fc7dad6c51b6ef46f551e87154,InstructBabbage,173,NYT-2,0.5027027027027027,0.358974358974359
173_9d3be6f73dde4cb09b97998e84c8a93f_text-davinci,9d3be6f73dde4cb09b97998e84c8a93f,InstructDavinci,173,NYT-2,0.2,0.11538461538461539
191_3061825d0c10f235cf3348445871a9f7_ai2-jumbo,3061825d0c10f235cf3348445871a9f7,Jumbo,191,LOVE,0.6382978723404256,0.5921052631578947
187_ddb694ab7e8cbbcdc1f8c144d35a4bb0_ai2-jumbo,ddb694ab7e8cbbcdc1f8c144d35a4bb0,Jumbo,187,SIT,0.6096256684491979,0.5
173_1e6a88420b942084b82e6758f73315f8_text-babbage,1e6a88420b942084b82e6758f73315f8,InstructBabbage,173,NYT-2,1.0,1.0
61_4f79c3ae884ab24ae11c80ad424a8a5e_ai2-jumbo,4f79c3ae884ab24ae11c80ad424a8a5e,Jumbo,61,NYT-1,0.24324324324324326,0.19230769230769232
187_9cf53ac9fa5451a616d830159b722731_davinci,9cf53ac9fa5451a616d830159b722731,Davinci,187,SIT,0.26737967914438504,0.24358974358974358
187_85f0641012d5b638520e7b01eedfc33c_text-davinci,85f0641012d5b638520e7b01eedfc33c,InstructDavinci,187,SIT,0.5721925133689839,0.46153846153846156
191_b385ae0968cd92d275a585c4ad6a6a12_ai2-jumbo,b385ae0968cd92d275a585c4ad6a6a12,Jumbo,191,LOVE,0.5,0.3026315789473684
61_8d48c2ee0596126c8f36408fb15b7a8a_ai2-jumbo,8d48c2ee0596126c8f36408fb15b7a8a,Jumbo,61,NYT-1,0.5675675675675675,0.4230769230769231
187_38ea1a52e9068b7b16b159d77139ee61_davinci,38ea1a52e9068b7b16b159d77139ee61,Davinci,187,SIT,0.43315508021390375,0.2948717948717949
151_7c8c79ab948dfab615629dd6fbf52ea0_ai2-jumbo,7c8c79ab948dfab615629dd6fbf52ea0,Jumbo,151,ELECT,0.1783783783783784,0.10526315789473684
173_7cf9d79aef8b1f59d36cbd5681709c1f_ai2-jumbo,7cf9d79aef8b1f59d36cbd5681709c1f,Jumbo,173,NYT-2,0.6108108108108108,0.4230769230769231
151_f3cce8c83fed3f1d9216ea35efa1d765_ai2-jumbo,f3cce8c83fed3f1d9216ea35efa1d765,Jumbo,151,ELECT,0.745945945945946,0.5526315789473685
151_bfcc797fa87742e2f1060bcb3d814841_davinci,bfcc797fa87742e2f1060bcb3d814841,Davinci,151,ELECT,0.5567567567567567,0.3684210526315789
173_0f7d6f4052f57a322678fe3206cc4d8d_text-babbage,0f7d6f4052f57a322678fe3206cc4d8d,InstructBabbage,173,NYT-2,0.8972972972972973,0.782051282051282
191_0447f4b84bf4596bd14cc542123202c9_text-babbage,0447f4b84bf4596bd14cc542123202c9,InstructBabbage,191,LOVE,0.5797872340425532,0.4605263157894737
191_704fc20597ae49335cb0df31de7c86be_text-babbage,704fc20597ae49335cb0df31de7c86be,InstructBabbage,191,LOVE,0.26595744680851063,0.17105263157894737
61_65d64cca90a00436c697cf99a34f7c5f_davinci,65d64cca90a00436c697cf99a34f7c5f,Davinci,61,NYT-1,0.5027027027027027,0.38461538461538464
151_eb82ff0f084d0ac8ef06249ef287ad3f_ai2-jumbo,eb82ff0f084d0ac8ef06249ef287ad3f,Jumbo,151,ELECT,0.5945945945945946,0.42105263157894735
61_a9375b391c9034dd1cfbe0dae26e4a3c_davinci,a9375b391c9034dd1cfbe0dae26e4a3c,Davinci,61,NYT-1,0.2,0.15384615384615385
61_d36fe703f1189117a8acc76e3d2bae58_text-babbage,d36fe703f1189117a8acc76e3d2bae58,InstructBabbage,61,NYT-1,1.0,1.0
187_a4cfee82480f25380b95822a8a765bdd_davinci,a4cfee82480f25380b95822a8a765bdd,Davinci,187,SIT,0.5828877005347594,0.5256410256410257
61_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,61,NYT-1,0.8756756756756757,0.8205128205128205
187_a1e2e44d9dab5c113b33caabeb9bd7e7_ai2-jumbo,a1e2e44d9dab5c113b33caabeb9bd7e7,Jumbo,187,SIT,0.37433155080213903,0.23076923076923078
173_11c58d49972d7e0363017954352a5398_ai2-jumbo,11c58d49972d7e0363017954352a5398,Jumbo,173,NYT-2,0.6270270270270271,0.5
191_cb9564a86f8e811b6767152bd6bf090c_text-davinci,cb9564a86f8e811b6767152bd6bf090c,InstructDavinci,191,LOVE,1.0,1.0
61_1e1f5577348f76027d7884815297109a_ai2-jumbo,1e1f5577348f76027d7884815297109a,Jumbo,61,NYT-1,0.6918918918918919,0.5641025641025641
151_9cab0b70602ada54d34062999dfc98d7_text-davinci,9cab0b70602ada54d34062999dfc98d7,InstructDavinci,151,ELECT,0.34054054054054056,0.21052631578947367
61_f4046292f4f79e6d06ae7386fe779c32_text-babbage,f4046292f4f79e6d06ae7386fe779c32,InstructBabbage,61,NYT-1,0.6972972972972973,0.5769230769230769
151_5c7cee0b29134f53518d8d3076f313af_ai2-jumbo,5c7cee0b29134f53518d8d3076f313af,Jumbo,151,ELECT,0.2864864864864865,0.18421052631578946
191_99f4a63834df94b7670d9427255c8a64_davinci,99f4a63834df94b7670d9427255c8a64,Davinci,191,LOVE,0.6276595744680851,0.4473684210526316
61_11b8946a60dd71196cd76f5f49851574_ai2-jumbo,11b8946a60dd71196cd76f5f49851574,Jumbo,61,NYT-1,0.34594594594594597,0.2692307692307692
173_ec3d0077dfec47eea16e366db5d624f0_text-davinci,ec3d0077dfec47eea16e366db5d624f0,InstructDavinci,173,NYT-2,0.32432432432432434,0.23076923076923078
61_c929c27a59d5e74b0f259a4924f99d70_text-davinci,c929c27a59d5e74b0f259a4924f99d70,InstructDavinci,61,NYT-1,0.24324324324324326,0.15384615384615385
61_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,61,NYT-1,0.8054054054054054,0.6923076923076923
187_ae0e5ce27ac7031f0ae6cba5ec49dadb_davinci,ae0e5ce27ac7031f0ae6cba5ec49dadb,Davinci,187,SIT,0.2620320855614973,0.19230769230769232
191_ca8f171d201e05ab91f1f9c21ec5de41_text-babbage,ca8f171d201e05ab91f1f9c21ec5de41,InstructBabbage,191,LOVE,0.15425531914893617,0.07894736842105263
191_38ea1a52e9068b7b16b159d77139ee61_ai2-jumbo,38ea1a52e9068b7b16b159d77139ee61,Jumbo,191,LOVE,0.3776595744680851,0.21052631578947367
191_04e9a0074ddb6a477380f38351c5c0cb_davinci,04e9a0074ddb6a477380f38351c5c0cb,Davinci,191,LOVE,0.19680851063829788,0.11842105263157894
191_1563a227581ba09795553ffbd7af5e19_davinci,1563a227581ba09795553ffbd7af5e19,Davinci,191,LOVE,0.9787234042553191,0.9210526315789473
187_1e6a88420b942084b82e6758f73315f8_davinci,1e6a88420b942084b82e6758f73315f8,Davinci,187,SIT,1.0,1.0
173_3325f9b2b809ec0c2ceb8ee0dc5f0f99_text-davinci,3325f9b2b809ec0c2ceb8ee0dc5f0f99,InstructDavinci,173,NYT-2,0.6486486486486487,0.5256410256410257
191_a12ed9479f4ab6e0bb31dd836287a267_davinci,a12ed9479f4ab6e0bb31dd836287a267,Davinci,191,LOVE,0.2765957446808511,0.17105263157894737
61_5ce626b7c7ee8ae6554b1fcb9c997d8a_davinci,5ce626b7c7ee8ae6554b1fcb9c997d8a,Davinci,61,NYT-1,0.518918918918919,0.4230769230769231
61_22ee44b25757d856fa07a1f3a7ec1f26_ai2-jumbo,22ee44b25757d856fa07a1f3a7ec1f26,Jumbo,61,NYT-1,0.5891891891891892,0.44871794871794873
191_d77d60e197e1bd06f21d78aef779b54c_text-babbage,d77d60e197e1bd06f21d78aef779b54c,InstructBabbage,191,LOVE,0.35106382978723405,0.25
173_2b6ff87b6bc0a2dd0ea067ac6b2b2c72_text-babbage,2b6ff87b6bc0a2dd0ea067ac6b2b2c72,InstructBabbage,173,NYT-2,0.5351351351351351,0.3333333333333333
151_115f483210e5e048e5180d71f7dbbfad_davinci,115f483210e5e048e5180d71f7dbbfad,Davinci,151,ELECT,0.21621621621621623,0.13157894736842105
151_ca8f171d201e05ab91f1f9c21ec5de41_text-babbage,ca8f171d201e05ab91f1f9c21ec5de41,InstructBabbage,151,ELECT,0.2,0.11842105263157894
173_c19ace66daa69e60f7511dd5ca8c47fb_text-davinci,c19ace66daa69e60f7511dd5ca8c47fb,InstructDavinci,173,NYT-2,0.8486486486486486,0.6923076923076923
173_1efa54b20f866563f4dcffe6c6e15616_text-babbage,1efa54b20f866563f4dcffe6c6e15616,InstructBabbage,173,NYT-2,0.4864864864864865,0.3717948717948718
173_bbeffde989f18ac2b24708a4519045e1_davinci,bbeffde989f18ac2b24708a4519045e1,Davinci,173,NYT-2,0.9945945945945946,0.9743589743589743
151_1e6a88420b942084b82e6758f73315f8_text-babbage,1e6a88420b942084b82e6758f73315f8,InstructBabbage,151,ELECT,1.0,1.0
61_eb7023cacba007ef5df2282a3bda0f86_text-davinci,eb7023cacba007ef5df2282a3bda0f86,InstructDavinci,61,NYT-1,0.5837837837837838,0.38461538461538464
187_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,187,SIT,0.5721925133689839,0.46153846153846156
173_97d2cbfd1df5842a08eb67fbd8a81979_text-babbage,97d2cbfd1df5842a08eb67fbd8a81979,InstructBabbage,173,NYT-2,0.745945945945946,0.6025641025641025
61_04c7004595baa1010972c655efac1cac_ai2-jumbo,04c7004595baa1010972c655efac1cac,Jumbo,61,NYT-1,0.9513513513513514,0.8589743589743589
187_d36fe703f1189117a8acc76e3d2bae58_text-babbage,d36fe703f1189117a8acc76e3d2bae58,InstructBabbage,187,SIT,0.9786096256684492,0.9487179487179487
173_89a78d3c80359f21033b807b61a9abcf_text-babbage,89a78d3c80359f21033b807b61a9abcf,InstructBabbage,173,NYT-2,0.23243243243243245,0.1794871794871795
61_5f016d0d9d7fedb61139db7b2be77edb_text-babbage,5f016d0d9d7fedb61139db7b2be77edb,InstructBabbage,61,NYT-1,0.5837837837837838,0.38461538461538464
173_97015de7c03d7318af400145a2e053ae_ai2-jumbo,97015de7c03d7318af400145a2e053ae,Jumbo,173,NYT-2,0.4918918918918919,0.38461538461538464
187_04c7004595baa1010972c655efac1cac_text-babbage,04c7004595baa1010972c655efac1cac,InstructBabbage,187,SIT,0.9732620320855615,0.9358974358974359
187_d77d60e197e1bd06f21d78aef779b54c_ai2-jumbo,d77d60e197e1bd06f21d78aef779b54c,Jumbo,187,SIT,0.49732620320855614,0.3717948717948718
191_cb140f43284f77aa98e87d2dba1c636b_text-davinci,cb140f43284f77aa98e87d2dba1c636b,InstructDavinci,191,LOVE,0.3351063829787234,0.21052631578947367
173_12b94b269bf215be0cd7f377d9b2414c_davinci,12b94b269bf215be0cd7f377d9b2414c,Davinci,173,NYT-2,0.43783783783783786,0.3333333333333333
151_181af1bbc0e776863f0bde69c0544b57_text-davinci,181af1bbc0e776863f0bde69c0544b57,InstructDavinci,151,ELECT,0.42162162162162165,0.27631578947368424
191_ecdd55cfdfcaf0ad97cb2c5d97858b64_ai2-jumbo,ecdd55cfdfcaf0ad97cb2c5d97858b64,Jumbo,191,LOVE,0.39361702127659576,0.25
173_f8e50d03683365968e692b095d3053e4_text-davinci,f8e50d03683365968e692b095d3053e4,InstructDavinci,173,NYT-2,1.0,1.0
191_58ede2e11bfd5b72a7628d99020d3dcf_ai2-jumbo,58ede2e11bfd5b72a7628d99020d3dcf,Jumbo,191,LOVE,0.8829787234042553,0.7631578947368421
173_0952e695e842abccbdc1de9359e376b7_davinci,0952e695e842abccbdc1de9359e376b7,Davinci,173,NYT-2,0.2864864864864865,0.16666666666666666
187_1e1f5577348f76027d7884815297109a_text-davinci,1e1f5577348f76027d7884815297109a,InstructDavinci,187,SIT,0.8770053475935828,0.7435897435897436
191_1233e6143e7d61fd76e9682ace6dff81_text-davinci,1233e6143e7d61fd76e9682ace6dff81,InstructDavinci,191,LOVE,0.5,0.35526315789473684
151_11e6ce90187a0992ce2b81da1deeb69a_text-babbage,11e6ce90187a0992ce2b81da1deeb69a,InstructBabbage,151,ELECT,0.0918918918918919,0.05263157894736842
151_8db7938432a2b08abf726c9fb7d58453_text-davinci,8db7938432a2b08abf726c9fb7d58453,InstructDavinci,151,ELECT,0.6054054054054054,0.42105263157894735
191_07fe92ca1884504de0963351a10d4811_ai2-jumbo,07fe92ca1884504de0963351a10d4811,Jumbo,191,LOVE,0.5851063829787234,0.4342105263157895
173_cb9564a86f8e811b6767152bd6bf090c_davinci,cb9564a86f8e811b6767152bd6bf090c,Davinci,173,NYT-2,1.0,1.0
187_0824ceff6a8181938c3dc5c85ed026e3_text-davinci,0824ceff6a8181938c3dc5c85ed026e3,InstructDavinci,187,SIT,0.9946524064171123,0.9743589743589743
191_ade8daaaac19800b5dd03a9323001824_davinci,ade8daaaac19800b5dd03a9323001824,Davinci,191,LOVE,1.0,1.0
61_f0b7bf81cff0f7f15757c1ac7f8ae746_text-babbage,f0b7bf81cff0f7f15757c1ac7f8ae746,InstructBabbage,61,NYT-1,0.5513513513513514,0.46153846153846156
61_4cc14c46cbd6625508879475c8faba2c_ai2-jumbo,4cc14c46cbd6625508879475c8faba2c,Jumbo,61,NYT-1,1.0,1.0
173_bdc93bdfc48e5bd719b7bd5ab97b6524_davinci,bdc93bdfc48e5bd719b7bd5ab97b6524,Davinci,173,NYT-2,0.2,0.10256410256410256
151_d5f7d70c7b04c51a89b3768818bbc69f_text-babbage,d5f7d70c7b04c51a89b3768818bbc69f,InstructBabbage,151,ELECT,0.5135135135135135,0.3815789473684211
187_60c1428e7de0a24d3bc6382d845b7027_davinci,60c1428e7de0a24d3bc6382d845b7027,Davinci,187,SIT,0.8128342245989305,0.6794871794871795
187_f4e300f46b4f5ad55ae9d89b56fadda6_text-babbage,f4e300f46b4f5ad55ae9d89b56fadda6,InstructBabbage,187,SIT,0.35294117647058826,0.20512820512820512
187_97015de7c03d7318af400145a2e053ae_text-davinci,97015de7c03d7318af400145a2e053ae,InstructDavinci,187,SIT,0.6470588235294118,0.5128205128205128
187_02fe4addc3d80015a47dc2539391ba93_davinci,02fe4addc3d80015a47dc2539391ba93,Davinci,187,SIT,0.17647058823529413,0.11538461538461539
151_3cf003c26b6ccd9057b8fbf31ddc05bc_davinci,3cf003c26b6ccd9057b8fbf31ddc05bc,Davinci,151,ELECT,0.5675675675675675,0.4342105263157895
187_bad44ae4b2f6267a9f757a11f17546b9_text-babbage,bad44ae4b2f6267a9f757a11f17546b9,InstructBabbage,187,SIT,0.44385026737967914,0.28205128205128205
187_b544f1b08cda68d4a328958398b4173b_text-babbage,b544f1b08cda68d4a328958398b4173b,InstructBabbage,187,SIT,0.6631016042780749,0.5512820512820513
191_27d5ac2483f94bf51117c69a863e51c4_text-davinci,27d5ac2483f94bf51117c69a863e51c4,InstructDavinci,191,LOVE,0.3829787234042553,0.2236842105263158
187_8fc2ba345b2855f912c916a40380350a_text-babbage,8fc2ba345b2855f912c916a40380350a,InstructBabbage,187,SIT,0.48663101604278075,0.32051282051282054
173_4627e3cfe1ba153c1702cf99c0f9f87c_ai2-jumbo,4627e3cfe1ba153c1702cf99c0f9f87c,Jumbo,173,NYT-2,0.22702702702702704,0.11538461538461539
187_91487fa119b3b13384e59ddec61d656c_text-davinci,91487fa119b3b13384e59ddec61d656c,InstructDavinci,187,SIT,0.7914438502673797,0.6923076923076923
151_2cf775109e6a8e128d74e2deb2ba5cb1_davinci,2cf775109e6a8e128d74e2deb2ba5cb1,Davinci,151,ELECT,0.972972972972973,0.9210526315789473
187_cb9564a86f8e811b6767152bd6bf090c_text-davinci,cb9564a86f8e811b6767152bd6bf090c,InstructDavinci,187,SIT,1.0,1.0
61_69a3ebe6bce9863c5f07e177daf8bcfd_ai2-jumbo,69a3ebe6bce9863c5f07e177daf8bcfd,Jumbo,61,NYT-1,0.5135135135135135,0.4230769230769231
151_ec3d0077dfec47eea16e366db5d624f0_text-babbage,ec3d0077dfec47eea16e366db5d624f0,InstructBabbage,151,ELECT,0.21081081081081082,0.14473684210526316
191_1e1f5577348f76027d7884815297109a_text-davinci,1e1f5577348f76027d7884815297109a,InstructDavinci,191,LOVE,0.8351063829787234,0.6842105263157895
187_1e9b8a0b2ceff06ac9de0d5e1c6fb692_text-babbage,1e9b8a0b2ceff06ac9de0d5e1c6fb692,InstructBabbage,187,SIT,0.17647058823529413,0.10256410256410256
173_eb82ff0f084d0ac8ef06249ef287ad3f_davinci,eb82ff0f084d0ac8ef06249ef287ad3f,Davinci,173,NYT-2,0.35135135135135137,0.2692307692307692
61_ddb694ab7e8cbbcdc1f8c144d35a4bb0_davinci,ddb694ab7e8cbbcdc1f8c144d35a4bb0,Davinci,61,NYT-1,0.7567567567567568,0.6282051282051282
187_c8a7ca378fb64e28678a296fab919f3b_davinci,c8a7ca378fb64e28678a296fab919f3b,Davinci,187,SIT,0.39037433155080214,0.24358974358974358
173_856818cc4b4e6e71b3dd2f4231e4faa6_text-babbage,856818cc4b4e6e71b3dd2f4231e4faa6,InstructBabbage,173,NYT-2,0.13513513513513514,0.05128205128205128
173_9cf53ac9fa5451a616d830159b722731_text-babbage,9cf53ac9fa5451a616d830159b722731,InstructBabbage,173,NYT-2,0.2810810810810811,0.16666666666666666
173_57c10c96802f13f8acb3ed38f9f5c02c_davinci,57c10c96802f13f8acb3ed38f9f5c02c,Davinci,173,NYT-2,0.4486486486486487,0.3717948717948718
191_7d7e3d5f1cebfca6921bc925218708d6_davinci,7d7e3d5f1cebfca6921bc925218708d6,Davinci,191,LOVE,0.13829787234042554,0.06578947368421052
151_44a24e802a24668609b2b158c3fccf3b_text-davinci,44a24e802a24668609b2b158c3fccf3b,InstructDavinci,151,ELECT,1.0,1.0
61_e2541ac5729bc341fab976d4263f5d19_davinci,e2541ac5729bc341fab976d4263f5d19,Davinci,61,NYT-1,0.1891891891891892,0.11538461538461539
187_b3d7cef6025c405a32e821b15d0da84c_davinci,b3d7cef6025c405a32e821b15d0da84c,Davinci,187,SIT,1.0,1.0
173_ddb694ab7e8cbbcdc1f8c144d35a4bb0_ai2-jumbo,ddb694ab7e8cbbcdc1f8c144d35a4bb0,Jumbo,173,NYT-2,0.6864864864864865,0.5641025641025641
151_d202202ed22b7466c6586cf51beba7b6_text-babbage,d202202ed22b7466c6586cf51beba7b6,InstructBabbage,151,ELECT,1.0,1.0
187_eb7023cacba007ef5df2282a3bda0f86_text-davinci,eb7023cacba007ef5df2282a3bda0f86,InstructDavinci,187,SIT,0.8021390374331551,0.6923076923076923
151_b3d7cef6025c405a32e821b15d0da84c_text-davinci,b3d7cef6025c405a32e821b15d0da84c,InstructDavinci,151,ELECT,1.0,1.0
191_5cc2c70d7d6e4df12ad3ac8bb85afe51_text-babbage,5cc2c70d7d6e4df12ad3ac8bb85afe51,InstructBabbage,191,LOVE,0.14893617021276595,0.07894736842105263
191_89a78d3c80359f21033b807b61a9abcf_text-babbage,89a78d3c80359f21033b807b61a9abcf,InstructBabbage,191,LOVE,0.1702127659574468,0.13157894736842105
61_9cab0b70602ada54d34062999dfc98d7_text-babbage,9cab0b70602ada54d34062999dfc98d7,InstructBabbage,61,NYT-1,0.2756756756756757,0.14102564102564102
173_ca8f171d201e05ab91f1f9c21ec5de41_text-babbage,ca8f171d201e05ab91f1f9c21ec5de41,InstructBabbage,173,NYT-2,0.12972972972972974,0.07692307692307693
191_bad44ae4b2f6267a9f757a11f17546b9_ai2-jumbo,bad44ae4b2f6267a9f757a11f17546b9,Jumbo,191,LOVE,0.2765957446808511,0.18421052631578946
61_89a78d3c80359f21033b807b61a9abcf_davinci,89a78d3c80359f21033b807b61a9abcf,Davinci,61,NYT-1,0.2,0.1282051282051282
