name,session_id,worker_id,order_id,model,prompt,elapsed_time,document,original_summary,original_normalized_summary,original_length,original_consistency,original_coherency,original_relevance,edited_summary,edited_normalized_summary,edited_length,edited_consistency,edited_coherency,edited_relevance,distance,original_consistency_third_party,original_relevance_third_party,original_coherency_third_party,edited_consistency_third_party,edited_relevance_third_party,edited_coherency_third_party
summary-04,c557ea133c8e4fc6b3852c21f8da1510,8cd5c241d19bd39c83557e684c5c0ce4,4,Davinci,10,0.08,"West Midlands Police said seven of them were charged with pitch invasion, after Friday's game at The Hawthorns. They are due to appear before Dudley Magistrates' Court later this month. A 35-year-old man, from Solihull, was arrested on suspicion of a public order offence and a man from Suffolk, 32, was detained over suspected criminal damage and assault. Both have been bailed. Chelsea were crowned Premier League champions as Michy Batshuayi's late goal gave them the victory they required to secure the title.",Seven people were arrested for pitch invasion after Chelsea won the Premier League title.,seven people were arrested for pitch invasion after chelsea won the premier league title,14,True,True,True,Seven people were arrested for pitch invasion after Chelsea won the Premier League title.,seven people were arrested for pitch invasion after chelsea won the premier league title,14,True,True,True,0,,,,,,
summary-05,c557ea133c8e4fc6b3852c21f8da1510,8cd5c241d19bd39c83557e684c5c0ce4,5,Davinci,10,0.81,"Anthony John McDonnell, 45, of Whitebridge Avenue, Leeds was bailed and is to appear at Leeds Crown Court on 20 November. Andrew Batten, 42, died in hospital after he was attacked at a taxi rank in Vicar Lane, Leeds, on 13 October 1995. Detectives had launched a fresh appeal last month. Mr Batten, who lived in Beeston, had gone out after finishing work and was still wearing his Royal Mail uniform. He was found on the pavement by an ambulance crew after an anonymous call and was taken to Leeds General Infirmary with a fractured skull. He died two days later.","A man has been charged with the murder of Andrew Batten, who was attacked at a taxi rank in Vicar Lane, Leeds, on 13 October 1995.",a man has been charged with the murder of andrew batten who was attacked at a taxi rank in vicar lane leeds on 13 october 1995,26,True,True,False,Anthony John McDonnell was charged for the murder of Andrew batten on 13 October 1995.,anthony john mcdonnell was charged for the murder of andrew batten on 13 october 1995,15,True,True,True,17,,,,,,
summary-06,c557ea133c8e4fc6b3852c21f8da1510,8cd5c241d19bd39c83557e684c5c0ce4,6,Davinci,10,1.59,"A court filing from the US Justice Department gave no explanation for the decision, which means Mr Khattala now faces life imprisonment if convicted. Four people were killed when militia stormed the consulate, including US ambassador Chris Stevens. Mr Khattala has denied involvement in the attacks. He was captured by US special forces two years ago and then transferred to the US. Prosecutors allege he was the ringleader of the attacks, which critics accused President Obama and then Secretary of State Hillary Clinton of not doing enough to prevent. Consulate attack timeline","The US Justice Department has dropped charges against Ahmed Abu Khattala, who is accused of involvement in the attack on the US consulate in Benghazi, Libya.",the us justice department has dropped charges against ahmed abu khattala who is accused of involvement in the attack on the us consulate in benghazi libya,26,False,True,False,The US Justice Department has charged Ahmed Abu Khattala for allegedly being the ringleader of the deadly militia attack of a US consulate office.,the us justice department has charged ahmed abu khattala for allegedly being the ringleader of the deadly militia attack of a us consulate office,24,True,True,True,17,0.0,3.0,4.0,1.0,5.0,5.0
summary-07,c557ea133c8e4fc6b3852c21f8da1510,8cd5c241d19bd39c83557e684c5c0ce4,7,Davinci,10,0.81,"The crash, involving a Vauxhall Meriva and a black Renault Megane, happened at about 13:50 on Saturday near Ellon. Police Scotland said the woman died at the scene. The injured are being treated at Aberdeen Royal Infirmary. The road was closed for several hours on Saturday while crash investigators worked at the scene. Sgt Neil Morrison, of Police Scotland, said: ""Inquiries into the cause of this collision are at an early stage. However, we would ask anyone who was in the area at the time or who saw either of these vehicles in the area prior to collision to come forward.""",A woman died in a car crash in Aberdeenshire.,a woman died in a car crash in aberdeenshire,9,True,True,True,A woman died in a car crash in Aberdeen.,a woman died in a car crash in aberdeen,9,True,True,True,1,,,,,,
summary-08,c557ea133c8e4fc6b3852c21f8da1510,8cd5c241d19bd39c83557e684c5c0ce4,8,Davinci,10,0.14,"The 62,000 sq ft grade A office at Ebrington ""could cater for up to 500 people"". It will be built on top of an existing underground car park. Deputy First Minister Martin McGuinness said it was ""part of a drive to attract investment to the north west"". The Department of Finance has approved the project's business case. A developer will now be sought for the building. Ebrington is the largest regeneration site in the city, having been formerly owned by the Ministry of Defence. The Executive Office said the office development ""is an incentive for potential investors"".",A new office building will be built in Derry.,a new office building will be built in derry,9,False,True,False,A new office building will be built in Ebrington.,a new office building will be built in ebrington,9,True,True,True,1,0.0,2.67,4.33,1.0,4.67,5.0
summary-09,c557ea133c8e4fc6b3852c21f8da1510,8cd5c241d19bd39c83557e684c5c0ce4,9,Davinci,10,2.27,"The fixtures, published on Wednesday, see champions Connacht take on Glasgow in Galway while beaten finalists Leinster host Treviso. The play-off semi-finals take place on the weekend of 19-21 May with the final scheduled for the following weekend. Last season Ulster finished fourth in the table and were beaten 30-18 by Leinster in the play-off semi-finals. This will be the first full season in charge for Ulster's Director of Rugby Les Kiss, who took on the role after finishing his spell on the Ireland coaching set-up at the 2015 Rugby World Cup. He will be hoping to lead Ulster to their first silverware since they won the Celtic League in 2006.",The fixtures for the 2015-16 Pro12 season have been announced.,the fixtures for the 201516 pro12 season have been announced,10,False,False,False,"The schedule for the Rugby fixtures have been set in 19-21 of May, as well as the following weekend.",the schedule for the rugby fixtures have been set in 1921 of may as well as the following weekend,19,True,True,True,15,0.33,3.33,4.67,1.0,4.0,4.33
summary-00,a4d78cedf9ca4fe8b61885fa0759c39f,28b662ded694876967260ccb5db75895,0,Jumbo,7,0.68,"The 25-year-old is currently playing with France at Euro 2016 and scored for Les Bleus in the 2-0 win over Albania. Griezmann, who scored 32 goals in 54 appearances last season, has been linked with a move away from Madrid, including to the Premier League. Last week Atletico agreed to sign striker Nicolas Gaitan from Benfica. Griezmann told the club website: ""I'm very satisfied, very happy to keep belonging to this family and this project. ""I want to improve every year, and the club, the coaches and my team-mates can help me to reach this goal.""",Atletico Madrid striker Antoine Griezmann has signed a new contract.,atletico madrid striker antoine griezmann has signed a new contract,10,False,False,False,Atletico Madrid striker Nicolas Gaitan has signed a new contract.,atletico madrid striker nicolas gaitan has signed a new contract,10,True,True,True,2,0.0,2.33,4.33,0.33,3.33,4.67
summary-01,a4d78cedf9ca4fe8b61885fa0759c39f,28b662ded694876967260ccb5db75895,1,Jumbo,7,0.25,"Llangollen chain bridge in Denbighshire was built in 1817 by coal merchant Exuperius Pickering for a cheap transport route across the River Dee. Llangollen town and Llantysilio community councils were behind the restoration project after buying it for Â£1 when it fell into disrepair after years of neglect. Chain bridge heritage officer Samantha Jones said it was ""a labour of love"".",A bridge in Denbighshire has been restored.,a bridge in denbighshire has been restored,7,True,True,True,An aging bridge in Denbighshire has been restored.,an aging bridge in denbighshire has been restored,8,True,True,True,2,0.67,4.33,5.0,0.67,4.0,4.67
summary-02,a4d78cedf9ca4fe8b61885fa0759c39f,28b662ded694876967260ccb5db75895,2,Jumbo,7,0.3,"The noise has been described as a 'pinging' sound and is thought to be keeping animals away from an area of water surrounded by ice. The Canadian armed forces sent a crew to check it out. They performed lots of different searches using scanning technology but they didn't find anything unusual. The crew did spot two pods of whales and six walruses though! Because nothing dangerous was found officials say no more searches will take place. So the mystery of the pinging sound continues,,,",A mysterious noise has been heard in the Canadian Arctic.,a mysterious noise has been heard in the canadian arctic,10,True,True,True,A mysterious noise continues to be heard in the Canadian Arctic.,a mysterious noise continues to be heard in the canadian arctic,11,True,True,True,3,0.67,4.33,4.33,0.33,3.33,5.0
summary-03,a4d78cedf9ca4fe8b61885fa0759c39f,28b662ded694876967260ccb5db75895,3,Jumbo,7,0.2,"The 22-year-old right-back has made 93 appearances for Wolves since his debut in December 2014, having come through the youth system at Molineux. Iorfa was also in Aidy Boothroyd's England squad at the recent European Under-21 Championships. He moves to Portman Road following the departure of full-back Josh Emmanuel on loan to Rotherham. Find all the latest football transfers on our dedicated page.",Wolves defender Dominic Iorfa has joined Ipswich Town.,wolves defender dominic iorfa has joined ipswich town,8,False,True,False,Wolves defender Dominic Iorfa has joined Portman Road.,wolves defender dominic iorfa has joined portman road,8,True,True,True,2,,,,,,
summary-04,a4d78cedf9ca4fe8b61885fa0759c39f,28b662ded694876967260ccb5db75895,4,Jumbo,7,1.7,"Abandoned cases seen by the charity include a desert iguana and a pair of bearded dragons. Keith Simpson-Wells from the RSPCA Reptile Rehoming Centre in Brighton says people don't know enough about how to keep the animals. ""People don't do their research completely on the animal before they get it and I think sometimes they can become scared of the animal,"" he said. In 2011 the RSPCA collected 1,390 reptiles. By 2014 the number had increased to 1,853. (Source: RSPCA Website)",The RSPCA is urging people not to buy reptiles as pets.,the rspca is urging people not to buy reptiles as pets,11,False,False,False,The RSPCA says people buying reptiles as pets may not know what they're getting into.,the rspca says people buying reptiles as pets may not know what theyre getting into,15,True,True,True,12,,,,,,
summary-05,a4d78cedf9ca4fe8b61885fa0759c39f,28b662ded694876967260ccb5db75895,5,Jumbo,7,1.07,"Joseph Pearce, 40, died from a single stab wound. His body was found at a property on Churchill Close, Burnham-on-Sea. Dominic Lacey, 21, of Newham Place, Patchway, and James Hobbs, 43, of Churchill Close, Burnham-on-Sea, are due before Taunton magistrates on Saturday. They remain in custody, Avon and Somerset police said. A 22-year-old man and three women, aged 24, 38 and 54, arrested in connection with the investigation have all been released without charge.",Two men and a woman have been arrested in connection with the murder of a man in Somerset.,two men and a woman have been arrested in connection with the murder of a man in somerset,18,False,False,False,"Two men are due before Taunton magistrates on Saturday for the murder of a man who's body was found in Churchhill close, Burnham-on-Sea.",two men are due before taunton magistrates on saturday for the murder of a man whos body was found in churchhill close burnhamonsea,23,True,True,True,16,,,,,,
summary-06,a4d78cedf9ca4fe8b61885fa0759c39f,28b662ded694876967260ccb5db75895,6,Jumbo,7,0.93,"Stuart Brownhill, 59, was found to be absent during an early morning roll-call at North Sea Camp prison, near Boston, at 05:00 BST on Friday. Lincolnshire Police said he was found on Saturday morning. Brownhill murdered Lynne Taylor while her 11-year-old son slept in her home in Werneth, Oldham, in 1984. He was jailed for life at Manchester Crown Court the following year. Brownhill met Ms Taylor on a night out and later set fire to her home. He admitted he strangled Ms Taylor after trying to rape her and knew the boy was asleep in the property when he started the fire.",A convicted murderer who escaped from prison has been found.,a convicted murderer who escaped from prison has been found,10,True,False,True,"A convicted murderer serving life in prison, was found after having gone missing from North Sea Camp Prison.",a convicted murderer serving life in prison was found after having gone missing from north sea camp prison,18,True,True,True,14,0.67,4.0,4.67,1.0,4.67,5.0
summary-07,a4d78cedf9ca4fe8b61885fa0759c39f,28b662ded694876967260ccb5db75895,7,Jumbo,7,1.24,"The 73-year-old woman from Kent was a passenger in a red Chevrolet Aveo travelling south on the A21 at Kent Street, near Sedlescombe. It was in collision with a silver Citroen C3 Picasso travelling north, shortly before 11:15 BST on Wednesday. The 74-year-old male driver of the Chevrolet was seriously injured, while the driver and the occupants of the Citroen all suffered minor injuries. The A21 was closed between Sedlescombe and St Leonards for nearly six hours following the collision. Police have appealed for anyone who saw what happened or noticed either vehicle being driven shortly before the crash to come forward.",A woman has died after a crash on the A21 near Sedlescombe.,a woman has died after a crash on the a21 near sedlescombe,12,False,False,False,Police seek witnesses for crash that occurred on the A21 southbound that left various victims injured.,police seek witnesses for crash that occurred on the a21 southbound that left various victims injured,16,True,True,True,13,,,,,,
summary-08,a4d78cedf9ca4fe8b61885fa0759c39f,28b662ded694876967260ccb5db75895,8,Jumbo,7,1.13,"The host team of Ding Junhui and Liang Wenbo won the first three frames, before Wales rallied. But China A then clinched the deciding fifth fame in the best-of-seven match. Wales had finished top of Group A with four wins and one defeat - including a 4-1 success over defending champions China B. Wales' other pool wins were over Finland, Norway and Malaysia, while they lost 3-2 to Brazil after already clinching a quarter-final spot. The World Cup format sees 24 teams competing for the biggest prize in pairs snooker and the top two teams in the four groups advanced to the quarter-finals.",China A beat Wales 5-1 in the World Cup of Snooker quarter-finals.,china a beat wales 51 in the world cup of snooker quarterfinals,12,False,False,False,Wales and China secure spots in the Snooker Quarter-finals.,wales and china secure spots in the snooker quarterfinals,9,True,True,True,9,0.33,3.67,5.0,1.0,4.0,4.67
summary-09,a4d78cedf9ca4fe8b61885fa0759c39f,28b662ded694876967260ccb5db75895,9,Jumbo,7,1.12,"The fossil was uncovered by a digger driver on farmland in October last year. Jamie Jordan, a ""self-taught palaeontologist"", said the skull was covered in ""horrible black"" clay and had to be cleaned with small dental picks and lollipop sticks. It will be the ""star attraction"" at the Fossils Galore shop and museum from 11 April. Palaeontologist Professor Adrian Lister, from the Natural History Museum, said: ""Woolly rhinos were herbivores with low-slung heads who roamed the plains chomping on grass. ""Most similar fossils to this date from the last ice age, about 75,000 to 35,000 years ago.""",A woolly rhino fossil has been discovered in Kent.,a woolly rhino fossil has been discovered in kent,9,False,False,False,A woolly rhino fossil discovered on a farmland last October will be a upcoming star attraction at the Fossils Galore shop and Museum starting April 11th.,a woolly rhino fossil discovered on a farmland last october will be a upcoming star attraction at the fossils galore shop and museum starting april 11th,26,True,True,True,22,0.0,3.0,4.33,1.0,5.0,5.0
summary-00,89e8c66168b34f9b935c0bf0c7cd71c5,3f2765d5dac00b20a3159dc6f1432f53,0,InstructDavinci,17,0.5,"Lagan Engineering in Cookstown intends to double its turnover within two years. Eleven of the jobs are already in place. It has extended its workshop and installed new machinery. The company designs and makes products for the sand, quarry, waste and recycling industries. Enterprise Minister Jonathan Bell said: ""This bold investment by Lagan Engineering Limited, supported by Invest Northern Ireland, will enable the company to consolidate its success to date and strengthen its long-term viability. ""The new jobs will contribute Â£345,000 annually to the local economy and expand the manufacturing skills base in the Tyrone area. ""They include key management posts that will help guide the company as it moves to the next level.""",A company in County Tyrone is creating 11 new jobs.,a company in county tyrone is creating 11 new jobs,10,True,True,True,A manufacturing company in County Tyrone is creating at least 11 new jobs.,a manufacturing company in county tyrone is creating at least 11 new jobs,13,True,True,True,3,0.67,3.67,4.67,1.0,4.33,4.67
summary-01,89e8c66168b34f9b935c0bf0c7cd71c5,3f2765d5dac00b20a3159dc6f1432f53,1,InstructDavinci,17,0.02,"Sailor Michael Duffy lives in San Diego in America, and was asleep on his boat, when he woke up to some strange sneezing and snoring noises. When he went to take a look, he found a little sea lion pup curled up asleep on his swimming trunks. Michael managed to wake up the sea lion and carefully directed it off the boat and towards the water. He thinks it might have been looking for its mum but decided to have a little nap instead.",A sea lion pup took a nap on a boat in San Diego and was later safely returned to the water.,a sea lion pup took a nap on a boat in san diego and was later safely returned to the water,21,True,True,True,A sea lion pup took a nap on a boat in San Diego and was later safely returned to the water.,a sea lion pup took a nap on a boat in san diego and was later safely returned to the water,21,True,True,True,0,,,,,,
summary-02,89e8c66168b34f9b935c0bf0c7cd71c5,3f2765d5dac00b20a3159dc6f1432f53,2,InstructDavinci,17,0.59,"Some reports suggest the death toll may be as high as 73, and 110 people have suffered burns. It happened in Tete province near the border with Malawi, where the truck was carrying petrol from the coast. A government statement said that people were trying to siphon fuel from an overturned truck when heat caused it to explode. It said government officials would be sent to the region to investigate the incident, and many of the injured had gone to hospital.",At least 73 people have died in a fire in Mozambique after a truck carrying petrol overturned.,at least 73 people have died in a fire in mozambique after a truck carrying petrol overturned,17,False,True,True,At least 73 people have died in an explosion in Mozambique after an overturned truck carrying petrol exploded.,at least 73 people have died in an explosion in mozambique after an overturned truck carrying petrol exploded,18,True,True,True,5,0.67,4.33,5.0,0.0,3.33,5.0
summary-03,89e8c66168b34f9b935c0bf0c7cd71c5,3f2765d5dac00b20a3159dc6f1432f53,3,InstructDavinci,17,0.02,"Matt Cranch, 23, was originally from the island but lived in Cornwall. He had been working as a cannonball stunt man for a few weeks when he died after a safety net collapsed at Kent County Showground. His funeral, which was for close friends and family only, was held at Douglas Crematorium. Mr Cranch suffered multiple injuries when he hit the ground after being fired from a cannon on 25 April and later died at Maidstone hospital. He was working with the Scott May daredevil team, based at St Just in west Cornwall, when the accident happened.",A stuntman has died after a safety net collapsed at a showground in Kent.,a stuntman has died after a safety net collapsed at a showground in kent,14,True,True,True,A stuntman has died after a safety net collapsed at a showground in Kent.,a stuntman has died after a safety net collapsed at a showground in kent,14,True,True,True,0,1.0,4.33,5.0,1.0,4.33,5.0
summary-04,89e8c66168b34f9b935c0bf0c7cd71c5,3f2765d5dac00b20a3159dc6f1432f53,4,InstructDavinci,17,0.02,"Enda Kenny will be acting Taoiseach (prime minister) until 6 April when a vote on nominations takes place. At Tuesday's session, a minute's silence was held for the five people who died after their car went off a pier in Buncrana, Donegal. A silence was also held for those caught up in the Brussels bombings. The focus of Tuesday's session is housing and homelessness in the Republic of Ireland. Talks are continuing on the formation of a government. The leadership of Fine Gael and Fianna Fáil are to brief their parliamentary parties later on the progress of their talks with independents and smaller groups.",Enda Kenny will be acting Taoiseach (prime minister) of the Republic of Ireland until 6 April when a vote on nominations takes place.,enda kenny will be acting taoiseach prime minister of the republic of ireland until 6 april when a vote on nominations takes place,23,True,True,True,Enda Kenny will be acting Taoiseach (prime minister) of the Republic of Ireland until 6 April when a vote on nominations takes place.,enda kenny will be acting taoiseach prime minister of the republic of ireland until 6 april when a vote on nominations takes place,23,True,True,True,0,,,,,,
summary-05,89e8c66168b34f9b935c0bf0c7cd71c5,3f2765d5dac00b20a3159dc6f1432f53,5,InstructDavinci,17,0.02,"Scrum-half Matawalu, 27, of Hayes Square, Exeter, is accused of sexually assaulting a woman at a pub in the city centre on 3 December. The Fiji international pleaded not guilty at Taunton Crown Court and was bailed to stand trial at the same venue on 10 August. Matawalu joined the Exeter Chiefs from Bath in November. The player, who can also operate as a winger, has won 28 international caps. More on the sex assault charges, plus more Devon and Cornwall news",A rugby player has pleaded not guilty to sexually assaulting a woman at a pub in Exeter.,a rugby player has pleaded not guilty to sexually assaulting a woman at a pub in exeter,17,True,True,True,A rugby player has pleaded not guilty to sexually assaulting a woman at a pub in Exeter.,a rugby player has pleaded not guilty to sexually assaulting a woman at a pub in exeter,17,True,True,True,0,1.0,5.0,5.0,1.0,5.0,5.0
summary-06,89e8c66168b34f9b935c0bf0c7cd71c5,3f2765d5dac00b20a3159dc6f1432f53,6,InstructDavinci,17,0.54,"Owen Scott, 29, of Heather Road, Fawley, Hampshire, appeared before Sheffield magistrates. He was remanded in custody to appear at Sheffield Crown Court. Two girls, aged seven and eight, and two boys, nine months and 21 months, were involved in the crash near Thurgoland, Barnsley, on Wednesday. South Yorkshire Police said the attempted murder charges arose from ""injuries sustained by the four children which are not all thought to be consistent with the collision"". All four children remain in hospital in serious conditions, police added.",A man has been charged with attempted murder after four children were injured in a car crash.,a man has been charged with attempted murder after four children were injured in a car crash,17,False,True,False,A man has been charged with attempted murder after four children involved in a car crash showed injuries that are not all thought to be consistent with the collision.,a man has been charged with attempted murder after four children involved in a car crash showed injuries that are not all thought to be consistent with the collision,29,True,True,True,16,,,,,,
summary-07,89e8c66168b34f9b935c0bf0c7cd71c5,3f2765d5dac00b20a3159dc6f1432f53,7,InstructDavinci,17,0.02,"The 30-year-old was reported for a suspect action following his second one-day international appearance against Zimbabwe earlier this month. Asif was recently called up to the Pakistan Test squad but did not play in the second Test win against England. Uncapped in Tests, he has only appeared in those two ODIs for his country. However, pace bowler Imran Khan's injury could mean a Test debut in the final Test at Sharjah on Sunday if Pakistan select him as a third front-line spinner. Asif's action was independently tested in Chennai, India, but all of his deliveries were found to be within the 15-degree level of elbow extension permitted by the ICC.",A Pakistani cricketer has been reported for a suspect action but all of his deliveries were found to be within the 15-degree level of elbow extension permitted by the ICC.,a pakistani cricketer has been reported for a suspect action but all of his deliveries were found to be within the 15degree level of elbow extension permitted by the icc,30,True,True,True,A Pakistani cricketer has been reported for a suspect action but all of his deliveries were found to be within the 15-degree level of elbow extension permitted by the ICC.,a pakistani cricketer has been reported for a suspect action but all of his deliveries were found to be within the 15degree level of elbow extension permitted by the icc,30,True,True,True,0,1.0,5.0,5.0,1.0,5.0,5.0
summary-08,89e8c66168b34f9b935c0bf0c7cd71c5,3f2765d5dac00b20a3159dc6f1432f53,8,InstructDavinci,17,0.03,"Passenger Sharon Davies, 45, from Mountain Ash, Rhondda Cynon Taff, was travelling along the R509 in Derby, Rustenburg, when the crash happened. Three other family members including two children were injured after the driver appeared to lose control of the car, police said. But Ms Davies was trapped inside and pronounced dead at the scene. Brigadier Sabata Mokgwabone, of South African police, said her family had been informed and his officers were investigating the crash. Ms Davies and her family were en-route to visit relatives in Botswana, he added. The Foreign Office said: ""We are assisting the family of a British woman following a road accident in South Africa. Our staff are in contact with the South African police.""",A British woman has died in a road accident in South Africa.,a british woman has died in a road accident in south africa,12,True,True,True,A British woman has died in a road accident in South Africa.,a british woman has died in a road accident in south africa,12,True,True,True,0,1.0,4.67,5.0,1.0,4.67,5.0
summary-09,89e8c66168b34f9b935c0bf0c7cd71c5,3f2765d5dac00b20a3159dc6f1432f53,9,InstructDavinci,17,0.03,"The tweets from the Police Scotland account @InvernessPolice urge people not to fight, drink and drive or steal. The words include: ""He sees you when you're thieving, he knows when you're gonna breach."" Written in the 1930s, Santa Claus is Coming to Town features in Elf, a hugely popular Christmas movie. It has also been sung in the past by US rocker Bruce Springsteen. Police Scotland is known for tongue-in-cheek tweets. They have included a posting about a visit to the Isle of Skye by musician Kanye West and internet craze Pokemon Go.","Police Scotland is urging people not to fight, drink and drive or steal this Christmas, using the lyrics of the popular song Santa Claus is Coming to Town.",police scotland is urging people not to fight drink and drive or steal this christmas using the lyrics of the popular song santa claus is coming to town,28,True,True,True,"Police Scotland is urging people not to fight, drink and drive or steal this Christmas, using the lyrics of the popular song Santa Claus is Coming to Town.",police scotland is urging people not to fight drink and drive or steal this christmas using the lyrics of the popular song santa claus is coming to town,28,True,True,True,0,,,,,,
summary-00,6018bc194f8f47ba81737eed89fd7842,d77d60e197e1bd06f21d78aef779b54c,0,InstructBabbage,0,1.15,"Sadia Ahmed is accused of killing Inayah Ahmed at her home in the city's Drumchapel area on 17 April. The 26-year-old is accused of ""restricting her breathing by means presently unknown"" and murdering her. Ms Ahmed appeared in private at Glasgow Sheriff Court where she made no plea or declaration and was remanded in custody by Sheriff Linda Ruxton. Ms Ahmed will appear for a full committal hearing next week. Fourteen-month-old Inayah was reported to have become unwell at her home on 17 April. She was taken by ambulance to the city's Royal Hospital for Sick Children where she died three days later.",A woman has been charged with the murder of 14-month-old Inayah Ahmed.,a woman has been charged with the murder of 14monthold inayah ahmed,12,True,True,True,Sadia Ahmed has been charged with the murder of 14-month-old Inayah Ahmed.,sadia ahmed has been charged with the murder of 14monthold inayah ahmed,12,True,True,True,2,,,,,,
summary-01,6018bc194f8f47ba81737eed89fd7842,d77d60e197e1bd06f21d78aef779b54c,1,InstructBabbage,0,2.17,"George Hamilton was giving evidence to the NI Affairs Committee which is looking at the future of the border following Brexit. Mr Hamilton said he did not think police checkpoints were likely, however. He said any border controls were more likely to relate to customs. He said the PSNI's Brexit priority was preserving information sharing arrangements with the Republic of Ireland and replacing the European Arrest Warrant. He added that this may need new legislation or bi-lateral arrangements.","George Hamilton has told the NI Affairs Committee that he does not think police checkpoints are likely, but that any border controls are more likely to relate to customs.",george hamilton has told the ni affairs committee that he does not think police checkpoints are likely but that any border controls are more likely to relate to customs,29,True,False,True,"George Hamilton has told the NI Affairs Committee that he does not think police checkpoints are likely. He also said that  border controls are more likely to relate to customs, and the priority was to preserve sharing information with with Republic of Ireland.",george hamilton has told the ni affairs committee that he does not think police checkpoints are likely he also said that  border controls are more likely to relate to customs and the priority was to preserve sharing information with with republic of ireland,43,True,True,True,19,1.0,5.0,5.0,1.0,4.67,4.67
summary-02,6018bc194f8f47ba81737eed89fd7842,d77d60e197e1bd06f21d78aef779b54c,2,InstructBabbage,0,5.49,"Jordan Williams opened the scoring for the Bluebirds, finishing high into the goal after good work from Andy Cook. Williams then returned the favour as his corner found Cook who headed in his 18th goal of the season, before Cook assisted Jason Walker for 3-0. Connor Hughes' consolation goal got the Shaymen on the scoresheet before Ben Tomlinson fired in Barrow's fourth.","Jordan Williams opened the scoring for the Bluebirds, finishing high into the goal after good work from Andy Cook.",jordan williams opened the scoring for the bluebirds finishing high into the goal after good work from andy cook,19,True,True,False,"Jordan Williams opened the scoring for the Bluebirds, and Andy Cook assisted Jason Walker for a score of 3-0. Connor Hughes made the first goal for the Shaymen before Ben Tomlinson fired in Barrow's fourth.",jordan williams opened the scoring for the bluebirds and andy cook assisted jason walker for a score of 30 connor hughes made the first goal for the shaymen before ben tomlinson fired in barrows fourth,35,True,True,True,25,,,,,,
summary-03,6018bc194f8f47ba81737eed89fd7842,d77d60e197e1bd06f21d78aef779b54c,3,InstructBabbage,0,2.27,"Media reports say Mr Conde, 67, and six other people were arrested over the charges, including his two children. Mr Conde was previously jailed for embezzlement committed when he was chairman of the Banesto bank. The latest charges relate to an alleged attempt to launder â‚¬13m (Â£10.4m; $14.8m) in Swiss accounts of money that he had embezzled from the bank. Banesto had to be taken over in 1993 after an audit revealed a shortfall of billions of euros. Mr Conde was sentenced to 20 years in jail in 2002 for embezzlement and fraud but was released on parole in 2005. That 36-month-long trial was the longest in Spanish history, according to El Pais newspaper.","Mr Conde, 67, and six other people were arrested over the charges, including his two children.",mr conde 67 and six other people were arrested over the charges including his two children,16,True,True,False,"Mr Conde, 67, and six other people, including his two children, were arrested on charges of alleged attempt to launder money in Swiss accounts that he had embezzled from the bank. ",mr conde 67 and six other people including his two children were arrested on charges of alleged attempt to launder money in swiss accounts that he had embezzled from the bank,31,True,True,True,23,,,,,,
summary-04,6018bc194f8f47ba81737eed89fd7842,d77d60e197e1bd06f21d78aef779b54c,4,InstructBabbage,0,2.63,"Christopher Williams, 25, living in Derby, was pronounced dead at the scene of the crash on the A52, in Bottesford, on Wednesday morning. A 33-year-old man was arrested on suspicion of causing death by dangerous driving and has since been released on bail. Leicestershire Police said no-one else was injured. Mr Williams, formerly of Wolverhampton, was riding a Honda motorcycle travelling towards Grantham, in Lincolnshire. The car, a Vauxhall Insignia, was being driven in the opposite direction when the crash happened. Anyone with any information on the crash is asked to contact the force.","Christopher Williams, 25, from Derby, was pronounced dead at the scene of the crash on the A52, in Bottesford, on Wednesday morning.",christopher williams 25 from derby was pronounced dead at the scene of the crash on the a52 in bottesford on wednesday morning,22,True,True,True,"Christopher Williams, 25, from Derby, was pronounced dead at the scene of the crash on the A52, in Bottesford, on Wednesday morning. A 33 year old man was arrested and has since been released  on bail in relation to the incident.",christopher williams 25 from derby was pronounced dead at the scene of the crash on the a52 in bottesford on wednesday morning a 33 year old man was arrested and has since been released  on bail in relation to the incident,41,True,True,True,19,1.0,4.67,4.67,1.0,5.0,5.0
summary-05,6018bc194f8f47ba81737eed89fd7842,d77d60e197e1bd06f21d78aef779b54c,5,InstructBabbage,0,3.16,"The 29-year-old Denmark international signed a two-year deal with the Championship club in September, but only made seven league starts. The former Arsenal player scored two goals in 17 appearances in total. He had fallen out of favour in recent weeks, with forwards Britt Assombalonga, Zach Clough and teenager Ben Brereton all starting ahead of him. The transfer window is open until 31 March in Norway, with their season starting in April. Find all the latest football transfers on our dedicated page.","The 29-year-old Denmark international, who signed a two-year deal with the Championship club in September, only made seven league starts for the club.",the 29yearold denmark international who signed a twoyear deal with the championship club in september only made seven league starts for the club,23,True,False,True,"The 29-year-old Denmark international, who signed a two-year deal with the Championship club in September, only made seven league starts. In his 17 total appearances, he had only scored two goals which put forwards Britt Assombalonga, Zach Clough, and teenager Ben Brereton all starting ahead of him.",the 29yearold denmark international who signed a twoyear deal with the championship club in september only made seven league starts in his 17 total appearances he had only scored two goals which put forwards britt assombalonga zach clough and teenager ben brereton all starting ahead of him,47,True,True,True,28,,,,,,
